userName;content;score;at;appVersion
Risma Sidabutar;good;5;28/12/2021 02:28;4.34.1
Maiel Awal Offical;Lumayan;5;22/06/2022 01:14;4.41.1
Moreno Adifa;Hadeh kurang okaplikasi yg skarangbikin ribetdan motor electric tdk bisa sampai ciputatknpitu;5;03/05/2023 14:59;4.52.2
Heri Sefiyant;Terima kasih sudah ada peningkatan;5;29/03/2022 02:57;4.40.1
rolita anggrayani;Keterangan sedang banyak pesanan tp di map banyak yg nganggur sengaja gak ambil orderan;1;27/12/2023 11:58;4.80.4
yosafat kristofer;Promonya mantap;5;19/12/2021 06:26;4.34.1
Nika Nic;Min apl nya knp ga bs ke buka bru jg di updte malah eror gini Solusi nya gmn nih;1;03/01/2024 18:02;4.80.4
suci handayani;Sanagat membantu;5;10/05/2023 23:54;4.66.1
su kardi;Gojek saya selalu eror;1;09/12/2021 12:41;4.33.1
Agung Susilo;Mantab;5;14/12/2021 02:52;4.33.1
Sokhiful Ngalim;Mantap;5;21/01/2023 06:53;4.59.1
Santo Antonius;Bagus dn efisien;5;01/12/2023 02:55;4.78.3
Sandi Gilang;Good Excellent;5;08/08/2022 00:46;4.48.1
Dassa Rizky;Emejing;5;06/07/2022 21:51;4.47.1
Aisyah Fimaulida;Lumayan;3;28/02/2022 09:48;4.28.4
prasetyo boskecil;Mantap aplikasi sangat bermanfaat untuk kebutuhan keseharian Kalo bisa tingaktin dong limit GOPAY later saya  Terimakasih ;5;19/11/2021 11:51;4.31.1
Hergieno Julian;Sedikit membantu ;4;19/12/2022 03:24;4.57.1
Dwi Maryatin;G ribet;5;19/04/2023 22:28;4.65.2
Syaiful Anwar;Puas pakei aplikasi gojek;5;03/01/2022 02:42;4.34.1
arief musthofa;Sush bgt apk nya;1;14/08/2023 01:20;4.72.1
Guinevere;Aplikasi ini bagus tapi coba kalo ada fitur yg bisa menghapus riwayat transaksi gopay;4;29/03/2022 12:41;4.39.2
Agus Setiawan;Terpercaya;5;16/11/2022 06:18;4.55.2
Andi Arman;Aplikasinya sangat membantu;5;25/10/2022 08:52;4.54.2
Yane Sudramunalia;Cepet penjemputannya;5;06/04/2022 08:50;4.40.1
Nuramalia;aplikasinya terasa berat dihp ram 3loading lama klo ada telp masuk dri driver gak ada tampilan telp hanya nada deringnya aja sampe mati sendiri telpnya;3;10/12/2023 14:23;4.79.2
nur aini;Baik ramah cepat aman ;5;06/04/2023 07:59;4.61.1
Jamal Udin;Ingin tau;4;21/04/2022 18:46;4.41.1
Ryan Welland;Agak kaget tibatiba tagihan paylater hampir 2x lipat ternyata denda udh di ganti jadi Rp50000 per 1 hari telat padahal sebelumnya jatuh tempo di tanggal 6 baru mulai kena denda itu juga Rp2000 perhari Langsung uninstal lah ga pake mikir;1;02/11/2023 01:09;4.22.1
Aditya Anggara;jelek;1;17/09/2022 12:01;4.51.1
Julia Putri Rizkiyah;Wahhh aplikasi nya bagus banget deh bisa pesen makan terus bisa pesen ojek dari sini keren banget deh makasih ya yang udah buat aplikasi ini ;5;07/02/2022 04:11;4.36.1
Reivo Nixon;Amazing;5;06/04/2022 10:46;4.37.2
irfan taufik hidayat;tingkatkan kualitas layanan;5;29/01/2024 09:57;4.81.1
Mitang Ampera GrabFood;Ok bagus bgt;4;11/07/2022 11:40;4.20.1
Fazril Putra;Ok;5;20/07/2022 14:43;4.47.1
Adriana Diah Kusumastuti;Good;5;23/08/2022 12:04;4.50.1
Aan Man Yangseku;Kenapa susah mencari driver;1;01/05/2022 13:35;4.42.2
olin noviyanti;Pelayanannya bagus dan aman Tapi kenapa ya kadang saya pesan 1 goride ko yang datang 2 Jadi serba salah sama drivernya Ini sebenarnya yang salah saya atau aplikasi nya ya Apakah ada yang mengalami hal yang sama;4;19/05/2023 11:23;4.66.1
Mimien Aminah;Bagus dab berguna ;5;12/03/2022 13:02;4.34.1
Shafrizal Nuraldy;terima kasih;5;06/01/2022 06:15;4.34.1
Budi Setiawan;Pasti ada jalan;5;22/05/2023 06:47;4.15.1
Putri Viona;Kenapa ini mau gofood dari tadi susahbanget;1;09/12/2021 12:18;4.31.1
Ahmad Aryan;App tololll;1;20/11/2023 17:35;4.77.2
Aop saltasgar Tasgar;Nyaman dan aman untuk sementara;5;09/09/2022 11:47;4.40.1
Qodir Marie;Top banget;5;16/11/2021 06:48;4.31.1
Ridho Firzansyah;Mau ngirim saldo ke dompet digital lain gabisa mulu;4;14/12/2021 05:36;4.33.1
Riqie Cahya;Jangan keseringan update apk lebih baik direncanakan dgn matang baru di update dalam kurun waktu yg tidak terlalu cpt;3;23/06/2022 11:22;4.45.1
Tester Dua;Ok;5;07/03/2022 15:52;4.38.2
MA Misbah;Mantaps;5;19/08/2022 06:41;4.49.2
Ethen ri;Nationalisme karya bangsa yang bermanfaat;5;05/11/2022 09:01;4.54.2
Kholifah Widya Kirana;Akun saya kena softbanned akun lama dan akun baru saya keduanya kena Sudah tidak bisa pakai voucher lagi Mohon gojek untuk perbaikan segera;2;19/06/2022 11:10;4.43.3
Azhwa nayla;Aplikasi sekarang makin gak jelas;1;23/10/2023 10:27;4.77.1
HENDRA SUGIANTO;Good;5;15/02/2022 15:12;4.36.1
Dede lestari;Buat transfer kemana ajabayar apa ajalangsung masuk dengan gopay;5;17/02/2022 21:00;4.36.1
wina desmika Aesya;Promo ny mantap;5;24/09/2023 11:51;4.66.1
Abdulrahman lubis;Ok;5;25/02/2022 09:41;4.34.1
Achmad Rayhan Suratman;tertipu dua kali oleh misi gopay x jago;1;28/07/2022 04:18;4.48.1
Zhilu Bail;Mantap;5;08/04/2022 00:06;4.36.1
Isnaini R;Sangat bermanfaat di masa pandemi khususnya dan disaat mager  terimakasih Gojack;5;28/11/2021 07:56;4.32.1
Qiuby Zhukhi;Bagaimana melihat keseluruhan transaksi Disini pihak gopay hanya mengeluarkan total transaksi dan berbagai halnya tapi tidak termasuk untuk melihatkan transaksi biaya admin pada riwayat bagian transaksi;1;08/10/2022 14:37;4.50.1
Diplomat Caferesto;Gk ribet solusiiii bet;5;09/02/2023 11:02;4.59.1
Repot A.p;Saya susah upgrade tolong di bantu Jgn trlalu susah untuk upgrade nya Kepada pihak gojek Tolong permudah lah akun Ats nma Repot ambang poryoto;5;15/11/2021 01:46;4.29.1
Andreyansyah 04;Daridulu ini aplikasi tidak mengecewakan Mantul sukses selalu Gojek;5;09/02/2022 21:44;4.36.1
Karyoto Karyoto;Sangat membantu;5;01/12/2022 01:30;4.40.1
Neng Dina;Top up 150000 gak masuk masuk sudah 5 harilaporan sudah balasannya bertele tele Kayaknya gopay gak mau bayar;1;20/02/2022 05:31;4.37.1
Latifah nadaul Hayat maulana;Mesen gosen dari pagi jam 10 dansudah tidak memesan lagi apk error tau tau jam set 6 ada driver datang kerumah ternyata gosen nya masih aktif Dan gopay saya tetap kepotong  angus Tolong di perbaiki lagi;1;02/09/2022 10:36;4.50.1
Amsori Sori;Baik;5;02/03/2022 02:07;4.1.0
Wawi Zawawi;Sangat membantu;5;15/08/2023 03:45;4.62.2
khodijah 20;Jangan sering masuk email dong tau jarang pakai aplikasi ini tapi sekali mau pake susah bgt;4;11/07/2022 21:36;4.47.1
Franky Zulfan;Ok;5;19/01/2022 02:33;4.34.1
Fathoni;Gopay kepotonh karena pembatalan pesanan terlalu lama;1;23/04/2023 10:21;4.65.2
Tri Wulandari23;Good aplkasi;5;03/07/2023 07:55;4.55.2
Rashya zalfa;Baik sekali;5;28/02/2022 03:32;4.18.2
Nur Hidayat;Mntaps;5;25/10/2022 02:06;4.54.2
Ineke Susana;Pelayanan cepat nyaman dan aman;5;28/06/2022 06:51;4.46.1
Alfred Chayadi Salim;nambah lama bukan nambah bgus malah namba merugikan sering gangguan apalagi habis hujan  edit sudah mulai baik di beberapa tahun ini mohon ditingkatkan lagi semoga lebih baik;3;05/07/2022 23:53;4.46.2
Tems setiawan;Baik;5;30/08/2022 09:26;4.50.1
Asror Al husaeni;Setiap gojek melayani dgn baiksopan santun menjaga tatakeramaseneng vanget;5;26/03/2022 09:23;4.39.2
Aguz Prayitno;Sangat membantu;5;03/12/2023 17:16;4.77.2
Muhammad Yoga Wiratama;Biaya aplikasi makin mahal untuk mesan go food udh 4 ribu tapi aplikasi suka lemot;1;02/02/2022 04:13;4.36.1
PAIN joe;Sangat membantu ;5;05/03/2022 03:02;4.38.2
Pengguna Google;Susah sekali dapat deiver dikala hujan;1;13/11/2021 11:49;4.31.1
Sovy November;Oke;5;20/05/2022 06:52;4.10.3
YUDHISTIRA ARIO DAMAR;Saya tidak pernah kecewa baik gocar;5;21/12/2022 12:33;4.49.2
Andy Morre;biar bintang yg bicara oookkeeeehhhh pean yg lelet trs ngasi link ko gw hrs nunggu 60mnt lg bad;1;31/05/2023 06:18;4.67.2
Aatfitria;penjemputan tepat waktu dan ramah;5;10/01/2024 02:41;4.80.4
naufal hariyadi;Sering eror apknyamending grab;1;13/12/2023 04:00;4.69.3
Nisrina Hasannah;Bagussss;5;13/11/2022 12:50;4.55.2
Abdullah Bin Abdullah;AMAZING BERTAHUN2 PAKAI GOJEK BLM PERNAH CACAT AMANAH DAN JUJUR TRANSPORTERNYA;5;24/06/2023 06:22;4.68.1
Ndari Hesti Widiyaningsih;Tepat waktu;5;29/07/2022 08:57;4.47.1
Dian Diun;oke;5;15/04/2022 04:44;4.26.1
Vinita Wulandari;Terimah kasih;5;17/05/2022 04:46;4.43.3
Yogi Irawan;Aplikasi nya baik  tp tolong lebih profesional lg untuk para driver nya  saat urgent dan sangat butuh jasa gojek  masa gerimis sedikit saja tidak mau ambil order  dan sangat sulit cari driver saat gerimis sedikit saja  kalo memang tidak mau resiko nya jadi driver ya tidak usah jadi driver  dan untuk pihak gojek tolong di perbaiki lg kinerja para driver nya;1;29/09/2022 06:30;4.52.2
nur indung;banyak promo;5;29/11/2023 07:23;4.76.2
srimulyanti imelda;Cepat dsn praktis 5 bintanh sangat membantu;5;22/12/2021 18:09;4.34.1
ari aditya;Sekarang kurang keren transfer antar bank kena biayaBintang nya saya kurangin;3;15/11/2022 06:36;4.54.2
ties cookies;sedih bgt pdhl pas mau order pesen 1 uda di cek lagi jga cuma 37 tbtb pas pak nya datang jdi 83 kenapa sih eror nya malah nambah orderan untung duitny ada kalau gaada kan bingung  semoga bisa diperbaiki lgi;3;07/11/2023 10:16;4.77.2
Kahar channel;Sabar;5;19/04/2023 00:08;4.61.1
esa pratama;Mantap josss;4;29/06/2022 05:43;4.46.1
Lutfi Angga Praditya;susah log in banyak masalah bug dll;1;07/02/2022 12:11;4.34.1
ikha apriana;Mahal bgt lama lama ongkir nya;1;10/05/2023 23:48;4.66.1
Wiwin SihYuani;Nyaman;5;26/04/2022 03:01;4.38.2
Panji Asmara;Gopay paylaternya kek pemerasan telat sehari 50rb dendanya Padahal utang cuma 100rb lewat sehari denda 50rb Jangan pake gopaypay laternya boss Bahaya;1;02/02/2024 04:49;4.81.2
Dafa Fania;udah lama gk dapet voucher go food lgi nih min kasih voucher go foodnya lgi dong ;4;13/05/2022 02:00;4.39.2
YAYAN HIDAYAT;Bingubg gunainnya;5;02/12/2022 17:07;4.56.1
Noey uNxuLL;Good job kreasi anak bangsa ;5;10/11/2022 16:18;4.55.2
Devi Kharismaria Purba;Selalu merasa aman dengan driver dari Gojek Bawa motor tidak ugalugalan dan memperhatikan kenyamanan penumpang Hanya saja seringsering promo ya hehe;5;08/07/2022 05:33;4.47.1
Haf Zi;Aplikasi yg merusak Mitrannya yg punya semKin kaya yg mitra semakin terpuruk;1;18/01/2022 13:50;4.34.1
Marwi Handayani;Buat gomart nya tolong diperbaiki lagi Diperbarui doong ad voucher pot harga tp barang nya pada ngga ada Gimana siih;5;13/04/2022 07:24;4.40.1
Mukhammad Zaky;Nice;5;23/09/2023 10:09;4.75.1
Rudi Haryono;Bagus;5;17/01/2024 04:37;4.80.2
Krisna Basudewa;Good;5;02/11/2022 08:54;4.54.2
Andrea Sujarwanto;Laporan masalah lambat banget penyelesaiannya Sudah beberapa hari gopay saya ter blokir pdhl saya buat tarik duit dari akun driver Laporan cuma d puter puterin;1;16/03/2022 04:09;4.39.2
Awsport Jogja;Prikitiewww;5;14/06/2022 12:41;4.45.1
Eri Susilowati;Ok;5;03/03/2022 11:39;4.36.1
Jhon Cena;Mantap lah;5;08/06/2022 03:58;4.44.1
vera wati;Puas bagus banget;5;05/08/2022 07:32;4.43.1
YAYAN P;thanx;5;29/03/2022 10:35;4.38.2
Nuria Bintang;kenapa sya baru perbaharui tapi ko untuk pembayaran tidak bisa dari tadi gagal terus;5;31/07/2023 09:28;4.71.2
Malvi Ana;Oke banget;5;10/02/2023 06:19;4.60.1
antonio luahambowo;Aplikasi ini sangat yg tidak berguna;1;06/03/2022 14:24;4.38.2
Rams sss;Saya pesan gocar jarak jauh kok dapatnya toyota transmover saya kira mobil pribadi ngga taunya Bluebird padahal ngga pesan go blue giliran saya pesan jarak pendek baru mobil pribadi padahal lebih nyaman mobil pribadi dari pada bluebird kaya aquarium emg saya ikan cupang Padahal jaraknya kalau pribadi lebih nyaman;1;22/02/2022 09:01;4.37.2
Jasmine putr;Okee mantappp makasihh gojek dahh bikin saya ga pke apps gojek lagii semakin sedikit ngasih voucher dann promo2 nyaa skrg padaa pkee pay later mau daftar pay later min 21 tahunnn hellowww emangg harus umur 21 baruu bisa daftarr pay later Emg umur 21 baru punya duit Punyaa ktp Umur 17 aja udh punyaa ktp pliss lahh bnyk juga kok umur 18 an udh punyaa penghasilann;1;19/04/2022 10:47;4.41.1
WRSito Vijay;amanah banget;5;23/08/2023 12:07;4.72.1
Dewi Lailla;Gak bisa ngasih rating ke restoran nya kecewa sih;1;28/09/2023 12:21;4.75.1
Ibnu Syaban;Bagus;5;23/07/2022 16:13;4.47.1
Endra Kusmawan;Lebih nyaman pake apl Gojek;5;05/11/2023 10:25;4.74.2
probahari;Alhamdulillah tambah baik;5;22/06/2022 09:33;4.45.1
Sumarti Purbalingga;Sangat membantu dalam keadaan apapun;4;11/09/2022 07:09;4.51.1
DAWIRO SAPUTRA;Sangat baik;2;18/06/2022 04:17;4.43.3
tutut hariyanto;Good;5;07/06/2022 06:12;4.41.1
Anita Inara;Kenapa gopaylater saya di bekukan Masalahnya di mana;1;14/04/2022 15:32;4.40.1
gssmrn;Sekarang Paylater cuman PHP doang limit besar tapi tidak bisa di gunakan ada apa dengan mu gojek;1;02/01/2024 04:58;4.80.4
Angga saputra;Pelayanan cepat okeee;5;28/01/2022 10:25;4.35.1
Angga Edyka Nahan;Kalau sudah ada tambahan fitur kirim terima dari Dana OVO shoppe pay later Aku kasih 5 star;3;03/06/2023 11:05;4.67.2
Andi Doank;good;5;07/09/2023 12:15;4.70.1
Maylisa lestari;Baik;4;09/07/2022 11:23;4.46.2
Naro Om Aow;Matur nuwun sangat membantu;5;25/01/2022 06:24;4.35.1
C sanusi;Saya puas dan sangat membantu dengan adanya aplikasi ini;5;14/11/2022 12:43;4.50.1
Jimmy Apay;Suka aja;5;03/03/2023 14:35;4.62.1
I Made Panca Kusuma Wiarta;Pas di perlukan malah nggak ada driver yg bisauntungny pake grab bisa;1;09/09/2022 13:21;4.51.1
Immanuel Maryadi;Saya puas dengan pelayanan Driver Gojek  Baik dalam berkendara antar saya sebagai pelanggan ke tempat tujuan atopun sikap2 driver yg sopan2;5;23/11/2023 18:15;4.78.3
dzaki mubarok;Mantap;5;22/12/2022 02:25;4.3.1
Kasimirus Nale;Yang menjadi kendala adalah Mapsnya;3;17/06/2022 02:14;4.45.1
Agung Hndra637;Kadang sering ngelag buat pesen gofood lama loadingnya;3;05/05/2022 12:06;4.40.1
Dwisatrio Aji;Dengan saham GOTO yang terus menurun apakah menghapus double voucher menjadi faktor utamanya;1;08/12/2022 08:22;4.57.1
Syarifah Aqilah;Update muluu;3;26/02/2022 05:55;4.25.2
Nour Mila;Alhamdulillah sangat membantu Terimakasih;5;16/06/2023 05:37;4.66.1
Fendy Clas;Mantab;5;04/07/2023 06:45;4.69.2
Elvino Evelien;Good;5;14/05/2023 19:25;4.49.2
Shinta Rosmala;kalo ngasih voucher tuh yang bisa di pake toko terdekat percuma kasih voucher disc tapi tokonya 17kilo meter dari area tinggal ya ga bakal dipakai;3;15/06/2022 07:26;4.44.1
Fahrizal Jeef;Aplikasi gak guna driver di selecion dulu lah masa dapet pesen 3 driver di batalin di selecion dulu biar gak mengecewakan lah;1;16/07/2022 00:53;4.42.2
sudik arjana;bagus dan jaga selalu sopan santun demi kenyamanan ;4;13/11/2022 04:48;4.55.2
First Name Last Name;Belagu banget drivernya ngecancel mulu Mending grab drivernya komit nggak main cancel;1;09/09/2022 14:08;4.51.1
M Ibnu;Oke;5;26/11/2021 00:55;4.24.2
Anwar Fauzi;Membantu;5;30/05/2022 09:49;4.43.3
Cimalaka Cimalaka;Top;5;14/03/2022 14:09;4.39.2
kafinza mutz;Gojek selalu ada saat ku sedang lapermakasih semoga makin sukses;5;09/02/2022 11:51;4.36.1
Eris Suryana;Pelayanan gojek sangat memuaskan;5;15/07/2022 11:45;4.47.1
Nur Senja;Draver yg ramah;4;04/07/2023 11:16;4.69.2
Mama Aulia234;Drivernya sopan2;5;28/01/2024 12:50;4.54.2
Darajat ST;Selama ini sangat terbantukan Tingkatkan lagi inovasi lainnya;5;13/11/2022 11:20;4.54.2
Alina Anung;Bagus;5;22/11/2022 00:03;4.55.2
Efendi Taslim;Tolong gojek perbaiki lagi sistemnyakalau order GOJEK GOFOODGOCARtetap dapat driver nya jauh jauhtolong di perbaikiTQ;5;02/03/2022 11:07;4.38.2
era hesti pratiwi;sangat membantu;4;02/12/2021 18:19;4.32.1
mudho sukamto;jangan beli pulsa di aplikasi gojek masuknya nunggu 1x24 jam jika ga masuk juga kita masih di suruh buat laporan padahal di event log nya gojek bisa di cek dari servernya mana yang error;1;02/12/2021 14:29;4.32.1
Saefulloh saeful;Cepat sampai di lokasi;5;05/11/2022 02:57;4.54.2
Tsabita Maysa Tsurayya;Saran saya lebih bagus kalo dalam go food dapat merating restoran sekaligus dengan foto Karena dapat membantu seseorang agar tidak mendapatkan sad food;5;11/11/2021 23:48;4.30.1
muhammad supiyanoor;it server palangkaraya bikin keputusan konyoljarak jemput orderan sangt jauh 3 sampai 6 km efek buruk nya emosi driver tidak stabil sudah beberapa resto gobis nya sengaja di tutup pemilik warung karena sering konflik dengan driverresto sebenarnya serba salah makann dibikin dluan smpai ke pelanggan dingin karena driver lama smpai kerestodisisi lain kalo makanan menunggu driver malah driver ngomel waktu datang makanan nya blum jdkalo gini terus gojek pasti di tinggal resto dan pelanggannya;1;12/12/2023 11:32;4.79.2
Andi Kurniadi;Mantap aplikasinya ;5;05/09/2022 04:19;4.50.1
Genicfoto Print;Good;5;25/07/2023 13:31;4.69.2
Shahiracm;Apk nya sangat membantu;5;08/11/2021 05:48;4.31.1
putune mbh_sio;Kenapa yaa wifi msh full gbtp dr krmn muter muter trussmpe udh unduh app ulang ttep sama;1;08/09/2022 07:08;4.51.1
Khomarul Anam (Arul);Thank you;5;22/11/2021 11:09;4.32.1
Renda Wati;plng krj selalu diantar gojek trimakasih;5;18/10/2022 11:01;4.54.2
Bryl Jan;Pakai gopay atau cash discout tetap bisa dipakai ;5;27/02/2023 03:40;4.62.1
Dwi Tunggal;Ini pertama kali saya menggunakan gofoodbaru pertama kali saya sudah mendapat pengalaman yang tidak mengenakan karena mencari driver nya sangat lama dan tiba disconect padahal sinyal saya bagus;1;31/12/2023 06:20;4.62.1
Ela Kristina;Gojek bagus pelayanan nya;5;04/07/2023 12:31;4.47.1
Reza Saputra;Sering eror;3;25/04/2022 07:03;4.41.1
D 1 MAS;Harga pulsanya jangan pake nominal yang Ndak baku agak nyusahin kalo dipake buat bayar non tunai x;4;28/10/2022 07:24;4.54.2
Noval Pratama;Very good;5;05/01/2022 12:30;4.31.1
Rafadlis;Keren;5;20/01/2024 04:58;4.81.1
Muhransyah Mantap;Sangat menyenangkan dan sangat membantu;5;10/07/2022 09:37;4.46.2
Fakhri Muthi;Good;5;13/08/2022 15:30;4.49.2
Aditya Tombeng;Mantap;5;24/11/2021 05:42;4.32.1
Arbila Juhansyah;sipppp;5;11/05/2023 05:24;4.66.1
Fitria DA;Sipp dech pokoknya ;5;18/06/2022 01:29;4.45.1
M Alif Alfauzy;Saya ikutan event yang misi dapet cashback 100000 yang bayar menggunakan bank jago saya sudah daftar dan sudah terkait saya juga sudah belanja minimal 20 rb namun tidak masuk masuk cashback koinnya kemarin beli pulsa cashback 10000 tapi gak masuk juga cashback tolong lah di perbaiki;1;06/08/2022 12:04;4.49.2
Tom Marshal;Bagus layanannya;5;24/04/2022 15:00;4.36.1
Sandi Irawan;Sangat bermanfaat;5;28/07/2022 08:39;4.47.1
Maboys Line;Jempol dah;5;13/04/2022 10:36;4.40.1
Yesaya Marcelino Simanjuntak;Tidak efisian dalam mencari driver driver terlalu jauh dari rumah makan Saya pertama kali memakai gojek dan sudah diberikan pengalaman terburuk;1;25/11/2021 13:55;4.32.1
AZIS Afandi;Gopay juga lama bgt padahal udah sukses;2;16/11/2022 11:51;4.55.2
Habib Afif;Sikap driver sabar dalam akurasi pengiriman alamat pelanggan go food;5;28/01/2024 11:45;4.81.2
Anggi Muchill;Aplikasi nya sangat bagus sangat membantu klo mau kmna mana dan juga bisa membantu buat order makanan;5;06/11/2021 04:56;4.27.2
05 Aisya Adilla Fisafarina;Sangat membantu dan praktis bagi anak rantau;5;03/04/2022 23:23;4.35.1
aryo mario;Ok Lah kalo begini;5;20/04/2022 13:50;4.41.1
Nakendih 2May;Mantap;5;20/01/2023 22:50;4.59.1
ade muksin (adunk);top;5;11/07/2022 05:53;4.40.1
sund L.S;Ok;5;02/09/2022 08:59;4.49.2
Candra Bogor;Mantap ok;5;12/04/2022 14:59;4.40.1
Solihin Albanjari;Teruskan pertahankan pelayanan terbaik terimakasih;5;07/04/2022 01:44;4.40.1
Arief Susena;Sangat membantu untuk antar jemput pakai kendaraan berbasis online terima kasih;5;20/02/2022 12:26;4.37.2
Wening _nang_gung;Iya;5;21/04/2022 11:18;4.41.1
Faujan Farhan;Mntap pkoke;5;18/01/2024 04:37;4.81.1
Sofi Syaifulloh;Oc bgt;5;30/04/2022 10:31;4.42.2
Enjang Kusnadi;Saya sangat senang dengan aplikasi gojek;5;29/04/2022 14:43;4.42.1
Imam Khairulloh;Payah mau transfer aj upgratenya harus pakai foto ktp n selfi dngan ktp;1;03/02/2023 05:52;4.60.1
Akbar Dodi;Perbanyak promo untuk menarik costumer;5;30/03/2022 16:26;4.37.2
Abet Misade Toha;Ya kita coba dulu mencoba digital ojek;5;09/03/2023 12:24;4.62.2
Gu_sma O_kay;Pelayanan makin bagus;5;10/01/2023 04:20;4.58.1
Eko Novianto;Sangat membantu;5;06/12/2023 03:14;4.79.2
Ayu Nuryati;erds;5;25/12/2021 12:59;4.29.1
PAHALA SITUMORANG;Aplikasi annrit Klo datang hujan driver gocar selalu gak mau ambil penumpang klo jaraknya gak terlalu jauh ajritttt;1;10/11/2023 14:47;4.78.3
Rudy Syah013 (Rudysyah);Kenapa sekarang transaksi dengan metode pembayaran payleter tidak bisa di gunakantiba2 payleter di bekukan saya tidak masuk kriteria utk mendapatkan limit payleterhello Saya sdh hampir 4 tahun pengguna setia aplikasi gojek  mendapat kan limit payleter cicil jg gopaylater Riwayat pembayaran saya bagus tidak pernah lwt jatuh tempo dan pemakaian seringtiap bulan nya selalu terpakai smua limit nya trus kriteria yg bagaimana lagi  MERUGIKAN KONSUMEN alasan yg ga masuk akal;1;05/06/2023 04:40;4.67.2
Samsul Edhoy;jauh dapat drivernyalama penjemputannya;5;21/08/2023 18:21;4.72.1
Ratna Dianawati;Ini gmn apk ga bisa order bru aja isi gopay;1;21/12/2023 14:26;4.80.4
Ahmad Nur Rohman;Sengaja download gojek dengan tujuan support brand lokal tapi sedikit saran dong agak dikasih bonus atau geratis ongkir gitu kayak brand sebelah yg banyak terus juga buat yang ngerancang aplikasi agak pintaran dikit dong biar lebih mempermudah menggunakan aplikasi ini agak ribetlemot;4;05/10/2022 15:08;4.52.2
Dhini Anggra;good;4;29/12/2021 13:13;4.32.1
Nixon Silitonga;wahtsap mamang balik lagi bersama banglu bangalex;5;28/02/2022 04:36;4.25.2
